Date,Volume
1953-12-04,1390000.0
1953-12-07,1410000.0
1953-12-08,1390000.0
1953-12-09,1410000.0
1953-12-10,1420000.0
1953-12-11,1440000.0
1953-12-14,1540000.0
1953-12-15,1450000.0
1953-12-16,1880000.0
1953-12-17,1600000.0
1953-12-18,1550000.0
1953-12-21,1690000.0
1953-12-22,1720000.0
1953-12-23,1570000.0
1953-12-24,1270000.0
1953-12-28,1570000.0
1953-12-29,2140000.0
1953-12-30,2050000.0
1953-12-31,2490000.0
1954-01-04,1310000.0
1954-01-05,1520000.0
1954-01-06,1460000.0
1954-01-07,1540000.0
1954-01-08,1260000.0
1954-01-11,1220000.0
1954-01-12,1250000.0
1954-01-13,1420000.0
1954-01-14,1530000.0
1954-01-15,2180000.0
1954-01-18,1580000.0
1954-01-19,1840000.0
1954-01-20,1960000.0
1954-01-21,1780000.0
1954-01-22,1890000.0
1954-01-25,1860000.0
1954-01-26,2120000.0
1954-01-27,2020000.0
1954-01-28,1730000.0
1954-01-29,1950000.0
1954-02-01,1740000.0
1954-02-02,1420000.0
1954-02-03,1690000.0
1954-02-04,2040000.0
1954-02-05,2030000.0
1954-02-08,2180000.0
1954-02-09,1880000.0
1954-02-10,1790000.0
1954-02-11,1860000.0
1954-02-12,1730000.0
1954-02-15,2080000.0
1954-02-16,1870000.0
1954-02-17,1740000.0
1954-02-18,1500000.0
1954-02-19,1510000.0
1954-02-23,1470000.0
1954-02-24,1350000.0
1954-02-25,1470000.0
1954-02-26,1910000.0
1954-03-01,2040000.0
1954-03-02,1980000.0
1954-03-03,2240000.0
1954-03-04,1830000.0
1954-03-05,2030000.0
1954-03-08,1650000.0
1954-03-09,1630000.0
1954-03-10,1870000.0
1954-03-11,2050000.0
1954-03-12,1980000.0
1954-03-15,1680000.0
1954-03-16,1540000.0
1954-03-17,1740000.0
1954-03-18,2020000.0
1954-03-19,1930000.0
1954-03-22,1800000.0
1954-03-23,2180000.0
1954-03-24,1900000.0
1954-03-25,1720000.0
1954-03-26,1550000.0
1954-03-29,1870000.0
1954-03-30,2130000.0
1954-03-31,2690000.0
1954-04-01,2270000.0
1954-04-02,1830000.0
1954-04-05,1710000.0
1954-04-06,2120000.0
1954-04-07,1830000.0
1954-04-08,2300000.0
1954-04-09,2360000.0
1954-04-12,1790000.0
1954-04-13,2020000.0
1954-04-14,2330000.0
1954-04-15,2200000.0
1954-04-19,2430000.0
1954-04-20,1860000.0
1954-04-21,1870000.0
1954-04-22,1750000.0
1954-04-23,1990000.0
1954-04-26,2150000.0
1954-04-27,1970000.0
